e2e_latency,mem_used,duration,billed_duration,import_time
3.7858996391296387,93,398.69,1245,0.5738415718078613
1.4165284633636475,93,378.49,1014,0.42719101905822754
1.4249060153961182,93,362.58,987,0.4060823917388916
1.1108672618865967,93,348.58,797,0.335216760635376
1.2371289730072021,93,361.83,871,0.3904256820678711
1.3201806545257568,93,378.92,956,0.4293076992034912
1.170558214187622,93,337.66,777,0.3298766613006592
1.3174769878387451,93,375.48,907,0.38318562507629395
1.1227848529815674,93,349.82,789,0.33443260192871094
1.326535701751709,93,381.18,962,0.40418362617492676
1.4558768272399902,93,392.05,997,0.43622279167175293
1.2646398544311523,93,358.92,959,0.41434645652770996
1.2818939685821533,93,366.00,891,0.38248133659362793
1.28025221824646,93,364.52,931,0.3991072177886963
1.3938980102539062,93,373.01,981,0.45665693283081055
1.1706578731536865,93,359.85,854,0.35262393951416016
1.212846279144287,93,355.40,883,0.38201022148132324
1.5855753421783447,93,399.01,1197,0.568941593170166
1.2923669815063477,93,396.82,927,0.3791928291320801
1.3203859329223633,93,370.94,905,0.41108226776123047
1.2282652854919434,93,369.56,872,0.36748671531677246
1.278632640838623,93,382.47,932,0.39624786376953125
1.2899324893951416,93,367.63,893,0.3903329372406006
1.1948599815368652,93,364.64,859,0.36412596702575684
1.2497272491455078,93,364.09,882,0.3675692081451416
1.3139302730560303,93,391.30,996,0.46713685989379883
1.318718671798706,93,387.06,935,0.41458940505981445
1.2537751197814941,93,387.87,900,0.3834800720214844
1.5999722480773926,93,380.35,1250,0.6007406711578369
1.1431262493133545,93,351.20,802,0.3351919651031494
1.2311909198760986,93,370.55,882,0.38543200492858887
1.2365703582763672,93,369.17,876,0.37459683418273926
1.5392274856567383,93,385.01,1207,0.5676815509796143
1.216615915298462,93,369.32,871,0.3784444332122803
1.423522710800171,93,388.63,1077,0.5008161067962646
1.2065536975860596,93,386.54,907,0.3908200263977051
1.268364429473877,93,377.98,924,0.4174962043762207
1.3349180221557617,93,381.75,1014,0.44723057746887207
0.9057371616363525,93,278.99,648,0.27496933937072754
1.2662034034729004,93,369.52,964,0.40387892723083496
1.8145089149475098,93,471.70,1479,0.7042174339294434
1.3223638534545898,93,364.19,892,0.3818480968475342
1.5402755737304688,93,392.33,1211,0.5535805225372314
1.236457347869873,93,358.27,854,0.36388421058654785
1.2050776481628418,93,364.48,876,0.3819310665130615
1.2695224285125732,93,371.32,915,0.40837621688842773
1.1604487895965576,93,366.59,840,0.35312581062316895
1.2579600811004639,93,382.63,940,0.4062221050262451
1.255608081817627,93,377.74,916,0.39513611793518066
1.3244383335113525,93,401.73,974,0.4233744144439697
1.2200164794921875,93,356.81,853,0.36670541763305664
1.5197415351867676,93,363.46,1145,0.5455062389373779
1.3712122440338135,93,387.49,988,0.43623900413513184
1.2128679752349854,93,365.37,959,0.41739606857299805
1.2141435146331787,93,378.09,896,0.38280272483825684
1.3447368144989014,93,394.36,966,0.4248337745666504
1.1367008686065674,93,354.64,839,0.36620092391967773
1.2486608028411865,93,369.75,871,0.38605785369873047
1.258925437927246,93,381.49,910,0.3816049098968506
1.2405707836151123,93,367.63,894,0.39382100105285645
1.2049219608306885,93,359.37,876,0.37905120849609375
1.2742412090301514,93,367.07,927,0.399425745010376
1.238452672958374,93,385.98,911,0.39760851860046387
1.2817885875701904,93,385.74,969,0.42829465866088867
1.2095539569854736,93,350.92,859,0.38290929794311523
1.1396746635437012,93,350.43,854,0.3741896152496338
1.186934471130371,93,380.62,919,0.3969252109527588
1.2462615966796875,93,370.43,916,0.409393310546875
1.1671006679534912,93,378.44,896,0.3766195774078369
1.187093734741211,93,361.99,876,0.38394808769226074
1.1682014465332031,93,348.69,832,0.35568785667419434
1.1681630611419678,93,354.10,824,0.35196423530578613
1.2267560958862305,93,362.60,883,0.3652956485748291
1.593174695968628,93,381.24,1304,0.6159183979034424
1.1742196083068848,93,362.72,836,0.35314035415649414
1.1619622707366943,93,362.92,860,0.37190771102905273
1.2018096446990967,93,364.32,902,0.39679431915283203
1.226724624633789,93,371.35,911,0.39328622817993164
1.2755858898162842,93,366.11,896,0.386411190032959
1.1796884536743164,93,366.60,868,0.37167859077453613
1.1641387939453125,93,371.93,872,0.36516904830932617
1.2079980373382568,93,374.10,905,0.39814019203186035
1.2460744380950928,93,378.88,958,0.4308750629425049
1.165818691253662,93,381.36,887,0.37225794792175293
1.2085230350494385,93,367.25,912,0.3989737033843994
1.4453916549682617,93,386.64,1152,0.5252435207366943
1.326758623123169,93,437.31,1032,0.4465010166168213
1.1730217933654785,93,367.69,880,0.3874659538269043
1.1912341117858887,93,363.85,893,0.40312838554382324
