e2e_latency,mem_used,duration,billed_duration,import_time
1.21248197555542,96,300.89,859,0.39585137367248535
1.2809405326843262,96,303.38,835,0.38785648345947266
1.1874098777770996,95,302.59,842,0.39531993865966797
1.1988253593444824,95,323.15,834,0.36707377433776855
1.2672395706176758,95,316.75,828,0.37109923362731934
1.1021666526794434,95,275.82,726,0.3139228820800781
1.3380963802337646,95,338.22,961,0.4242286682128906
1.111821174621582,95,294.36,782,0.358478307723999
1.1147916316986084,95,293.76,771,0.35210394859313965
1.068662405014038,96,303.95,742,0.3225560188293457
1.2449281215667725,95,315.17,876,0.39528965950012207
0.9437532424926758,95,250.75,638,0.2860584259033203
1.2915599346160889,95,305.47,903,0.43421244621276855
1.2964351177215576,95,317.17,893,0.3976452350616455
1.1755313873291016,96,313.14,821,0.3783385753631592
1.3562681674957275,95,316.75,929,0.4299185276031494
1.1497044563293457,95,301.81,820,0.36936330795288086
1.200237512588501,96,304.92,778,0.3504488468170166
1.270554780960083,95,316.62,897,0.41544079780578613
1.0976347923278809,95,287.67,775,0.32844018936157227
1.1917672157287598,95,304.71,874,0.3705873489379883
1.2006251811981201,95,309.98,850,0.3962669372558594
1.2353723049163818,95,300.19,888,0.36313366889953613
1.332063913345337,95,327.69,947,0.44771718978881836
1.244253158569336,96,311.31,840,0.397127628326416
1.1280052661895752,96,300.94,780,0.35404443740844727
1.1184790134429932,95,297.33,755,0.33817315101623535
1.0307161808013916,95,259.62,679,0.2965261936187744
1.3667187690734863,95,309.00,943,0.4167745113372803
1.2341678142547607,96,310.20,876,0.3903341293334961
1.2358527183532715,95,355.06,921,0.421093225479126
1.213552713394165,95,334.03,854,0.3668804168701172
1.1960926055908203,95,315.43,912,0.4215390682220459
1.1558499336242676,96,305.51,779,0.3484337329864502
1.3617475032806396,95,354.47,1025,0.4705820083618164
1.08695387840271,95,282.92,761,0.3401529788970947
1.1694629192352295,95,300.48,838,0.38403892517089844
1.1221199035644531,95,309.46,744,0.31749868392944336
1.161578893661499,95,335.83,863,0.38009142875671387
1.7374670505523682,96,437.24,1370,0.639101505279541
1.0606896877288818,95,283.45,722,0.32717323303222656
1.304072618484497,95,302.40,854,0.401094913482666
1.1141338348388672,95,283.13,752,0.35210728645324707
1.1890389919281006,95,336.10,880,0.39525294303894043
1.580183506011963,95,332.32,1227,0.6130456924438477
1.074824571609497,95,294.97,744,0.3319063186645508
1.2483580112457275,95,362.92,920,0.4163036346435547
1.0927515029907227,96,293.36,763,0.34066319465637207
1.188854455947876,95,309.91,825,0.36533331871032715
1.2663545608520508,95,327.86,889,0.40862298011779785
1.184694766998291,96,316.05,852,0.3976554870605469
1.335972547531128,95,316.16,970,0.4362068176269531
1.1657004356384277,96,302.38,788,0.3536863327026367
1.1980187892913818,96,311.93,866,0.40450263023376465
1.1669666767120361,96,301.06,797,0.3580198287963867
1.0744483470916748,95,291.57,748,0.31920409202575684
1.1376430988311768,95,314.08,842,0.3832986354827881
1.2300143241882324,95,352.52,892,0.40286779403686523
1.1498322486877441,96,303.73,799,0.34846067428588867
1.0989460945129395,95,296.45,775,0.354198694229126
1.35447096824646,95,360.30,1008,0.47360968589782715
1.218869924545288,95,314.71,865,0.378765344619751
1.2062339782714844,95,325.37,866,0.39209985733032227
1.2642462253570557,95,321.08,879,0.38814282417297363
1.237680435180664,95,324.56,917,0.44643545150756836
1.2202203273773193,95,337.02,872,0.402632474899292
1.2234742641448975,95,268.50,908,0.5000174045562744
1.2512760162353516,95,322.79,887,0.4086148738861084
1.1372733116149902,96,313.37,832,0.37573719024658203
1.1354286670684814,96,301.48,811,0.3740530014038086
1.2645821571350098,95,316.71,797,0.35768556594848633
1.1257405281066895,95,306.16,820,0.365938663482666
1.2801077365875244,95,305.08,860,0.41550230979919434
1.1827952861785889,95,303.66,871,0.40941643714904785
1.139009952545166,95,288.48,790,0.36739659309387207
1.2198493480682373,95,317.24,919,0.429760217666626
1.2443807125091553,95,321.72,877,0.3892991542816162
1.1895737648010254,96,315.55,869,0.3852040767669678
1.3229999542236328,95,365.79,1011,0.4716179370880127
1.153158187866211,95,293.79,788,0.35227370262145996
1.158660888671875,95,325.32,853,0.3651771545410156
1.2063395977020264,96,304.27,860,0.39969944953918457
1.2390429973602295,95,320.36,860,0.3610367774963379
1.14613938331604,95,318.80,857,0.38367581367492676
1.3584036827087402,95,322.87,951,0.4348409175872803
1.2051525115966797,95,314.23,825,0.36121201515197754
1.3164293766021729,95,318.03,964,0.41681528091430664
1.2264716625213623,96,312.44,891,0.42694568634033203
