e2e_latency,mem_used,duration,billed_duration,import_time
0.7983574867248535,32,26.05,207,0.03716468811035156
0.7430112361907959,32,26.10,177,0.03474855422973633
0.5524203777313232,32,26.22,204,0.04283428192138672
0.530832052230835,32,26.25,194,0.03772401809692383
0.5483701229095459,33,26.89,189,0.0359797477722168
0.732414960861206,33,27.54,247,0.04622459411621094
0.6325428485870361,33,26.82,190,0.03531670570373535
0.532599687576294,33,25.83,168,0.03375673294067383
0.629624605178833,32,26.43,295,0.05532670021057129
0.5866506099700928,33,26.26,185,0.0348358154296875
0.588416576385498,32,28.16,262,0.05171918869018555
0.5515873432159424,32,27.44,219,0.03446698188781738
0.4654064178466797,32,26.28,165,0.03227996826171875
0.4958615303039551,32,26.69,188,0.03515267372131348
0.5803532600402832,32,26.31,210,0.040956974029541016
0.5206832885742188,32,26.89,209,0.04085683822631836
0.5033893585205078,32,26.99,192,0.037935495376586914
0.5106847286224365,32,25.82,181,0.03545403480529785
0.5642428398132324,32,26.39,214,0.039954185485839844
0.5864293575286865,32,26.09,202,0.045368194580078125
0.5624017715454102,32,26.67,186,0.03655266761779785
0.5462009906768799,32,26.40,198,0.042351722717285156
0.6055502891540527,32,26.36,219,0.04195117950439453
0.562408447265625,32,24.29,175,0.030367136001586914
0.49309444427490234,32,26.02,183,0.03420591354370117
0.5610916614532471,32,26.41,219,0.046399831771850586
0.551743745803833,32,26.43,205,0.03540492057800293
0.5247704982757568,32,26.82,188,0.035924673080444336
0.5642173290252686,32,26.34,204,0.04104948043823242
0.48334407806396484,32,25.89,192,0.04189276695251465
0.5855119228363037,33,28.21,235,0.0454409122467041
0.544269323348999,33,26.01,184,0.035230159759521484
0.6501049995422363,32,28.11,317,0.06966257095336914
0.5826735496520996,32,26.24,183,0.034126996994018555
0.5235135555267334,33,28.08,186,0.03683829307556152
0.5896797180175781,32,26.21,188,0.03587532043457031
0.4703676700592041,32,25.92,182,0.03706479072570801
0.49143290519714355,32,26.50,217,0.042222023010253906
0.5664517879486084,32,26.54,249,0.04545950889587402
0.5123417377471924,32,26.78,208,0.040200233459472656
0.5008828639984131,32,26.71,198,0.03714442253112793
0.5574936866760254,32,26.76,254,0.03674793243408203
0.5551941394805908,33,27.51,209,0.039461374282836914
0.4974403381347656,33,22.89,156,0.028575420379638672
0.7056031227111816,32,27.31,334,0.061612844467163086
0.4925262928009033,32,26.03,191,0.03355526924133301
0.5166594982147217,32,26.23,189,0.03742408752441406
0.5008852481842041,32,26.09,183,0.034128427505493164
0.4781475067138672,33,26.23,201,0.03864765167236328
0.5318336486816406,32,26.67,190,0.04322648048400879
0.6198787689208984,33,27.14,229,0.04657316207885742
0.4723224639892578,33,26.62,196,0.039320945739746094
0.535836935043335,33,26.70,212,0.036664485931396484
0.5226044654846191,32,27.33,189,0.037781476974487305
0.48120689392089844,33,26.00,179,0.03378891944885254
0.49798011779785156,32,25.99,195,0.035490989685058594
0.6171069145202637,32,28.33,295,0.055353641510009766
0.715695858001709,32,26.59,208,0.04100918769836426
0.5257678031921387,32,25.91,181,0.03376293182373047
0.5807836055755615,32,25.90,182,0.03295183181762695
0.5316109657287598,33,26.03,205,0.031267642974853516
0.5500986576080322,32,26.17,184,0.038413047790527344
0.5449602603912354,32,26.72,227,0.042046308517456055
0.5653672218322754,32,26.06,226,0.040436744689941406
0.5192031860351562,32,26.19,190,0.03689169883728027
0.48514795303344727,32,25.99,186,0.03726005554199219
0.470670223236084,32,25.52,159,0.031546831130981445
0.5016889572143555,32,26.33,223,0.0430450439453125
0.5557765960693359,33,26.47,217,0.037090301513671875
0.4931352138519287,32,26.18,188,0.03509116172790527
0.5597996711730957,32,26.72,212,0.03710508346557617
0.5019199848175049,33,26.78,187,0.03776144981384277
0.5913927555084229,32,27.15,223,0.04338979721069336
